address_name,address_url,address_price,address_price_url,address_type,address_type_url,address_rooms,address_rooms_url,address_bathrooms,address_bathrooms_url
"136 Donnybrook Manor, Belmont Avenue, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/136-donnybrook-manor-belmont-avenue-donnybrook-dublin-2283072/,"€675,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/136-donnybrook-manor-belmont-avenue-donnybrook-dublin-2283072/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/136-donnybrook-manor-belmont-avenue-donnybrook-dublin-2283072/,3,https://www.daft.ie/dublin/houses-for-sale/donnybrook/136-donnybrook-manor-belmont-avenue-donnybrook-dublin-2283072/,2,https://www.daft.ie/dublin/houses-for-sale/donnybrook/136-donnybrook-manor-belmont-avenue-donnybrook-dublin-2283072/
"3 Seafort Terrace, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/3-seafort-terrace-sandymount-dublin-2282703/,"€790,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/3-seafort-terrace-sandymount-dublin-2282703/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/sandymount/3-seafort-terrace-sandymount-dublin-2282703/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/3-seafort-terrace-sandymount-dublin-2282703/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/3-seafort-terrace-sandymount-dublin-2282703/
"Apartment 41, Brooklands, Nutley Lane, Donnybrook, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-41-brooklands-nutley-lane-donnybrook-dublin-2281844/,"€395,000",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-41-brooklands-nutley-lane-donnybrook-dublin-2281844/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-41-brooklands-nutley-lane-donnybrook-dublin-2281844/,2,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-41-brooklands-nutley-lane-donnybrook-dublin-2281844/,1,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-41-brooklands-nutley-lane-donnybrook-dublin-2281844/
"Apartment 65, Fitzwilliam Quay Apartments, Ringsend, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-65-fitzwilliam-quay-apartments-ringsend-dublin-2281449/,"€375,000",https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-65-fitzwilliam-quay-apartments-ringsend-dublin-2281449/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-65-fitzwilliam-quay-apartments-ringsend-dublin-2281449/,2,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-65-fitzwilliam-quay-apartments-ringsend-dublin-2281449/,1,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-65-fitzwilliam-quay-apartments-ringsend-dublin-2281449/
"118 Pembroke Square, Grand Canal Street Upper, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/118-pembroke-square-grand-canal-street-upper-ballsbridge-dublin-2281428/,"€350,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/118-pembroke-square-grand-canal-street-upper-ballsbridge-dublin-2281428/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/118-pembroke-square-grand-canal-street-upper-ballsbridge-dublin-2281428/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/118-pembroke-square-grand-canal-street-upper-ballsbridge-dublin-2281428/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/118-pembroke-square-grand-canal-street-upper-ballsbridge-dublin-2281428/
"79 Shrewsbury Park, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/79-shrewsbury-park-ballsbridge-dublin-2281410/,"€795,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/79-shrewsbury-park-ballsbridge-dublin-2281410/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/79-shrewsbury-park-ballsbridge-dublin-2281410/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/79-shrewsbury-park-ballsbridge-dublin-2281410/,2,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/79-shrewsbury-park-ballsbridge-dublin-2281410/
"1 Oaklands Drive, Sandymount, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/1-oaklands-drive-sandymount-sandymount-dublin-2281376/,"€975,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/1-oaklands-drive-sandymount-sandymount-dublin-2281376/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/1-oaklands-drive-sandymount-sandymount-dublin-2281376/,4,https://www.daft.ie/dublin/houses-for-sale/sandymount/1-oaklands-drive-sandymount-sandymount-dublin-2281376/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/1-oaklands-drive-sandymount-sandymount-dublin-2281376/
"9 Holyrood Park, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/9-holyrood-park-sandymount-dublin-2280994/,"€1,300,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/9-holyrood-park-sandymount-dublin-2280994/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/9-holyrood-park-sandymount-dublin-2280994/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/9-holyrood-park-sandymount-dublin-2280994/,4,https://www.daft.ie/dublin/houses-for-sale/sandymount/9-holyrood-park-sandymount-dublin-2280994/
"4 Dromard Terrace, Sandymount, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/4-dromard-terrace-sandymount-sandymount-dublin-2280978/,"€795,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/4-dromard-terrace-sandymount-sandymount-dublin-2280978/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/sandymount/4-dromard-terrace-sandymount-sandymount-dublin-2280978/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/4-dromard-terrace-sandymount-sandymount-dublin-2280978/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/4-dromard-terrace-sandymount-sandymount-dublin-2280978/
"73 Merrion Strand, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/73-merrion-strand-sandymount-dublin-2280890/,"€795,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/73-merrion-strand-sandymount-dublin-2280890/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/73-merrion-strand-sandymount-dublin-2280890/,4,https://www.daft.ie/dublin/houses-for-sale/sandymount/73-merrion-strand-sandymount-dublin-2280890/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/73-merrion-strand-sandymount-dublin-2280890/
"73 Home Villas, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/73-home-villas-donnybrook-dublin-2280712/,"€495,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/73-home-villas-donnybrook-dublin-2280712/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/73-home-villas-donnybrook-dublin-2280712/,2,https://www.daft.ie/dublin/houses-for-sale/donnybrook/73-home-villas-donnybrook-dublin-2280712/,1,https://www.daft.ie/dublin/houses-for-sale/donnybrook/73-home-villas-donnybrook-dublin-2280712/
"1 Ennis Grove, Londonbridge Road, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/1-ennis-grove-londonbridge-road-sandymount-dublin-2280675/,"€550,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/1-ennis-grove-londonbridge-road-sandymount-dublin-2280675/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/sandymount/1-ennis-grove-londonbridge-road-sandymount-dublin-2280675/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/1-ennis-grove-londonbridge-road-sandymount-dublin-2280675/,1,https://www.daft.ie/dublin/houses-for-sale/sandymount/1-ennis-grove-londonbridge-road-sandymount-dublin-2280675/
"29 Anglesea Road, Ballsbridge, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/29-anglesea-road-ballsbridge-ballsbridge-dublin-2279464/,"€2,150,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/29-anglesea-road-ballsbridge-ballsbridge-dublin-2279464/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/29-anglesea-road-ballsbridge-ballsbridge-dublin-2279464/,5,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/29-anglesea-road-ballsbridge-ballsbridge-dublin-2279464/,4,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/29-anglesea-road-ballsbridge-ballsbridge-dublin-2279464/
"44 Morehampton Square, Donnybrook, Donnybrook, Dublin 4",https://www.daft.ie/dublin/duplexes-for-sale/donnybrook/44-morehampton-square-donnybrook-donnybrook-dublin-2278683/,"€485,000",https://www.daft.ie/dublin/duplexes-for-sale/donnybrook/44-morehampton-square-donnybrook-donnybrook-dublin-2278683/,Duplex for sale,https://www.daft.ie/dublin/duplexes-for-sale/donnybrook/44-morehampton-square-donnybrook-donnybrook-dublin-2278683/,2,https://www.daft.ie/dublin/duplexes-for-sale/donnybrook/44-morehampton-square-donnybrook-donnybrook-dublin-2278683/,1,https://www.daft.ie/dublin/duplexes-for-sale/donnybrook/44-morehampton-square-donnybrook-donnybrook-dublin-2278683/
"14 Serpentine Terrace, Sandymount, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/14-serpentine-terrace-sandymount-sandymount-dublin-2277849/,"€700,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/14-serpentine-terrace-sandymount-sandymount-dublin-2277849/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/sandymount/14-serpentine-terrace-sandymount-sandymount-dublin-2277849/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/14-serpentine-terrace-sandymount-sandymount-dublin-2277849/,1,https://www.daft.ie/dublin/houses-for-sale/sandymount/14-serpentine-terrace-sandymount-sandymount-dublin-2277849/
"Apartment 7, Thorncastle Court, Thorncastle Street, Ringsend, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-7-thorncastle-court-thorncastle-street-ringsend-dublin-2277846/,"€295,000",https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-7-thorncastle-court-thorncastle-street-ringsend-dublin-2277846/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-7-thorncastle-court-thorncastle-street-ringsend-dublin-2277846/,2,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-7-thorncastle-court-thorncastle-street-ringsend-dublin-2277846/,1,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-7-thorncastle-court-thorncastle-street-ringsend-dublin-2277846/
"Roccol, 14 Nutley Lane, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/roccol-14-nutley-lane-donnybrook-dublin-2277529/,"€1,400,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/roccol-14-nutley-lane-donnybrook-dublin-2277529/,Detached House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/roccol-14-nutley-lane-donnybrook-dublin-2277529/,4,https://www.daft.ie/dublin/houses-for-sale/donnybrook/roccol-14-nutley-lane-donnybrook-dublin-2277529/,3,https://www.daft.ie/dublin/houses-for-sale/donnybrook/roccol-14-nutley-lane-donnybrook-dublin-2277529/
"26B The Bottleworks, Dermot O'Hurley Avenue, Ringsend, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ringsend/26b-the-bottleworks-dermot-ohurley-avenue-ringsend-dublin-2277431/,"€395,000",https://www.daft.ie/dublin/apartments-for-sale/ringsend/26b-the-bottleworks-dermot-ohurley-avenue-ringsend-dublin-2277431/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ringsend/26b-the-bottleworks-dermot-ohurley-avenue-ringsend-dublin-2277431/,2,https://www.daft.ie/dublin/apartments-for-sale/ringsend/26b-the-bottleworks-dermot-ohurley-avenue-ringsend-dublin-2277431/,2,https://www.daft.ie/dublin/apartments-for-sale/ringsend/26b-the-bottleworks-dermot-ohurley-avenue-ringsend-dublin-2277431/
